"date_utc","date_time_utc","wrap_price"
2022-12-09,"2022-12-09 00:00:07",0.0119594983208218
2022-12-09,"2022-12-09 00:10:03",0.0119594983208218
2022-12-09,"2022-12-09 00:20:04",0.0119594983208218
2022-12-09,"2022-12-09 00:30:04",0.0119594983208218
2022-12-09,"2022-12-09 00:40:03",0.0119594983208218
2022-12-09,"2022-12-09 00:50:03",0.0119594983208218
2022-12-09,"2022-12-09 01:00:05",0.0119594983208218
2022-12-09,"2022-12-09 01:10:03",0.0119594983208218
2022-12-09,"2022-12-09 01:20:04",0.0119594983208218
2022-12-09,"2022-12-09 01:30:04",0.0119594983208218
2022-12-09,"2022-12-09 01:40:03",0.0119594983208218
2022-12-09,"2022-12-09 01:50:03",0.0119594983208218
2022-12-09,"2022-12-09 02:00:05",0.0119594983208218
2022-12-09,"2022-12-09 02:10:03",0.0119594983208218
2022-12-09,"2022-12-09 02:20:03",0.0119594983208218
2022-12-09,"2022-12-09 02:30:03",0.0119594983208218
2022-12-09,"2022-12-09 02:40:03",0.0119594983208218
2022-12-09,"2022-12-09 02:50:03",0.0119594983208218
2022-12-09,"2022-12-09 03:00:06",0.0119594983208218
2022-12-09,"2022-12-09 03:10:04",0.0119594983208218
2022-12-09,"2022-12-09 03:20:04",0.0119594983208218
2022-12-09,"2022-12-09 03:30:04",0.0119594983208218
2022-12-09,"2022-12-09 03:40:04",0.0119594983208218
2022-12-09,"2022-12-09 03:50:03",0.0119594983208218
2022-12-09,"2022-12-09 04:00:06",0.0119594983208218
2022-12-09,"2022-12-09 04:10:04",0.0119594983208218
2022-12-09,"2022-12-09 04:20:03",0.0119594983208218
2022-12-09,"2022-12-09 04:30:03",0.0119594983208218
2022-12-09,"2022-12-09 04:40:03",0.0119594983208218
2022-12-09,"2022-12-09 04:50:04",0.0119594983208218
2022-12-09,"2022-12-09 05:00:06",0.0119594983208218
2022-12-09,"2022-12-09 05:10:04",0.0119594983208218
2022-12-09,"2022-12-09 05:20:03",0.0119594983208218
2022-12-09,"2022-12-09 05:30:04",0.0119594983208218
2022-12-09,"2022-12-09 05:40:04",0.0119594983208218
2022-12-09,"2022-12-09 05:50:03",0.0119594983208218
2022-12-09,"2022-12-09 06:00:05",0.0119594983208218
2022-12-09,"2022-12-09 06:10:03",0.0119594983208218
2022-12-09,"2022-12-09 06:20:04",0.0119594983208218
2022-12-09,"2022-12-09 06:30:04",0.0119594983208218
2022-12-09,"2022-12-09 06:40:03",0.0119594983208218
2022-12-09,"2022-12-09 06:50:03",0.0119594983208218
2022-12-09,"2022-12-09 07:00:06",0.0119594983208218
2022-12-09,"2022-12-09 07:10:03",0.0119594983208218
2022-12-09,"2022-12-09 07:20:04",0.0119594983208218
2022-12-09,"2022-12-09 07:30:03",0.0119594983208218
2022-12-09,"2022-12-09 07:40:03",0.0119594983208218
2022-12-09,"2022-12-09 07:50:03",0.0119594983208218
2022-12-09,"2022-12-09 08:00:05",0.0119594983208218
2022-12-09,"2022-12-09 08:10:03",0.0119594983208218
2022-12-09,"2022-12-09 08:20:03",0.0119594983208218
2022-12-09,"2022-12-09 08:30:03",0.0119594983208218
2022-12-09,"2022-12-09 08:40:04",0.0119594983208218
2022-12-09,"2022-12-09 08:50:03",0.0119594983208218
2022-12-09,"2022-12-09 09:00:05",0.0119594983208218
2022-12-09,"2022-12-09 09:10:04",0.0119594983208218
2022-12-09,"2022-12-09 09:20:03",0.0119594983208218
2022-12-09,"2022-12-09 09:30:03",0.0119594983208218
2022-12-09,"2022-12-09 09:40:03",0.0119594983208218
2022-12-09,"2022-12-09 09:50:04",0.0119594983208218
2022-12-09,"2022-12-09 10:00:06",0.0119594983208218
2022-12-09,"2022-12-09 10:10:03",0.0119594983208218
2022-12-09,"2022-12-09 10:20:03",0.0119593122542707
2022-12-09,"2022-12-09 10:30:04",0.0120663333441392
2022-12-09,"2022-12-09 10:40:04",0.0120663333441392
2022-12-09,"2022-12-09 10:50:04",0.0120663333441392
2022-12-09,"2022-12-09 11:00:05",0.0120663333441392
2022-12-09,"2022-12-09 11:10:03",0.0120663333441392
2022-12-09,"2022-12-09 11:20:03",0.0120663333441392
2022-12-09,"2022-12-09 11:30:04",0.0120663333441392
2022-12-09,"2022-12-09 11:40:03",0.0120663333441392
2022-12-09,"2022-12-09 11:50:03",0.0120663333441392
2022-12-09,"2022-12-09 12:00:06",0.0120663333441392
